Count_crash,GEOID
0,482013505004
0,483610205002
0,483610205003
0,483610207003
0,483610207004
0,483610208002
0,482013415022
0,482013418001
0,482013423002
4,482013340012
2,482013423003
0,482013433013
0,482012507022
0,482013503002
2,482013502004
0,482013504002
0,482014107021
0,482014102001
7,482014103002
0,482014103003
0,482014104011
4,482014111003
0,482014111002
0,482014107012
0,482014107013
2,482014132022
0,482014132011
2,482014115021
0,482014115022
2,482014117001
0,482014115012
1,482014118002
0,480990102012
0,480990108031
0,480990105022
0,480990106034
0,480990108042
0,482450001011
0,480850304052
0,480850304085
0,480850304031
6,480850304081
0,480850304033
0,480850304032
9,482015430012
0,480850305112
0,480850302033
0,480850314062
0,480850316541
0,480850305252
2,482450117001
2,482450013021
0,482450023004
0,480291501002
2,480291505013
13,480291507006
0,480850305291
0,480850305171
2,484090110004
0,483610209003
0,483610209004
0,483610212001
0,483610213001
0,483610209001
0,482450024004
0,482450054002
0,482450061002
1,482450065004
2,482450067001
0,481410011142
2,481410011103
0,481130166112
0,481130166124
0,481130166125
3,481130166126
0,482150203011
0,480410005003
0,480410018041
0,480410018032
0,480410004002
3,480410019001
4,480410013011
6,480410013012
2,480410019004
0,481410011144
2,481410012031
0,481410101022
0,481410011041
0,481410105052
0,481410105012
0,481410011153
3,481410102031
2,481872108011
0,481872109011
0,480410013021
0,480410013023
0,481410103191
0,481576710021
0,481576739021
0,481576722002
0,481576730021
0,481576753001
0,481576753002
42,481576731021
0,480291218033
0,483610215021
0,483610215022
0,483610215023
0,483610216002
0,484910214032
0,480291218043
6,480291218041
0,480291218091
4,480291515001
0,480291515002
2,480291515003
0,480291516001
0,480291516002
0,480291516003
0,480291516005
0,480291517001
3,480291517004
6,480291922002
2,483610217001
0,480291519001
0,480291801013
2,480291801022
2,480291802011
2,480291802012
11,480291802013
0,480291802021
0,480291802023
0,480291802024
0,480291803001
2,480291803002
3,480291803003
0,480291803004
3,480291804001
0,480291905012
2,480291905013
2,480291905033
0,480291905031
2,480291905041
0,480291906012
0,480291906013
0,480291906041
0,480291906042
0,480291906031
0,481130166231
0,481130166232
2,482014516022
4,482014516021
0,482014315012
0,482014315013
0,482014315011
6,482014314021
0,482014314012
2,482014314011
0,482012523011
0,482012324031
0,482012324022
3,482012524004
2,482014115023
2,482014115024
0,482012204003
0,482012205002
5,482012205003
4,482012214003
2,482015553022
3,482012221002
8,482012215002
2,482012216001
2,482015335002
0,483610219002
0,483610219003
0,483610219004
0,483610219005
0,483610220001
0,483610218001
0,482015342021
0,482015342024
0,482015342022
0,482015308001
0,482015333001
4,482012217003
5,482012217004
6,482012224011
4,482012224021
2,482013409002
2,482013409001
0,482013407001
4,482012222002
2,482012230011
0,482012230021
0,482012229002
2,482012228002
0,482015410032
4,482015410031
0,482015412012
0,481130166263
0,483610222001
0,483610223002
0,483610224003
0,480990105031
0,482211602051
0,483030009002
0,480990105032
0,484179503003
0,484179503001
0,484179503002
0,483779502003
0,483779501003
0,483779501001
0,483779502002
0,483779502001
0,480359505003
0,480359506002
0,480359506001
0,480359507002
0,482090104001
0,482090104002
2,480850305042
2,480850305052
0,480850305041
0,480850316621
2,480850316582
0,480850316562
2,480850305151
0,481130166171
0,481130166173
0,481130166181
2,480291511004
0,480291511005
17,480291511006
2,480291517003
2,480291602001
0,480291607024
4,480291615041
0,480291701021
0,480850305162
0,480850305161
0,480850305272
0,480850310014
0,480850318074
0,480850307024
0,480291703004
2,480291704024
2,480291709001
10,480291711001
0,480291717005
0,480291719132
0,480291802022
0,483610224002
0,483610224005
0,483610224004
0,484910204051
0,484910204052
0,484910204053
0,484910204061
0,484910201083
0,484910203161
0,484910203101
3,484910209004
0,480396643004
0,480396614004
0,480396620004
0,480396624004
4,480396642001
0,480396614001
0,480410017013
2,480410017012
0,480410018031
4,480410016041
2,480410020071
0,480410020123
0,480410001022
0,480410020112
0,481410101021
2,481410011151
2,481410011143
2,481410011152
0,481410102131
0,481410102132
2,481410102172
0,481410102102
0,482090106001
0,482090106003
0,482090107013
0,482090107014
0,480410020082
0,480410020122
0,480410004003
0,480410017011
0,480410018033
0,480410006034
0,480410016013
5,481410039033
9,481410016004
0,481410103432
5,481410036022
0,481410102142
3,481410103414
6,481410039021
0,481576730013
0,481576730012
2,482090108052
0,481576730011
0,481576730032
0,481610007002
0,481610002001
0,481610006002
0,481610009001
0,481610003001
0,481130166182
0,480291316011
0,480291218081
0,480291604003
0,480291509001
2,480291408002
2,480291902005
5,484910204062
0,484910205092
0,484910205033
3,481130166183
0,481130166191
2,481130166202
2,480291215062
0,480291207013
0,480291218124
2,480291403001
3,480291318022
0,480291809015
0,480291302001
2,480291303001
0,480291303003
7,480291304022
0,480291304011
2,480291304014
2,480291304013
0,480291601003
0,480291602002
0,480291602003
0,482013303011
0,484910205042
2,484910205043
0,484910206021
5,480291603001
0,480291603002
3,480291603003
0,480291603004
0,480291603005
0,480291604004
0,480291604001
14,480291804002
0,480291804003
2,480291805011
0,480291805012
0,480291805013
2,480291805014
0,482511310001
0,482511311005
0,482511311001
0,482511301001
0,482511301003
0,482511302131
0,484910207033
0,480291805031
0,480291805032
2,480291805033
8,480291805041
3,480291907001
0,480291908001
10,480291909011
3,480291909012
2,480291909013
2,480291909022
0,484910207041
2,484910207042
0,484910207043
0,481059501005
2,481059501002
0,482090108092
0,482090108043
0,482090109011
0,482090109013
2,482090109014
4,482090109022
0,484530015013
15,484530015034
0,481130165092
0,484910205044
2,484090111002
0,484090111003
0,481130166203
13,481130167011
0,481130167012
6,481130167031
0,481130165094
0,481130165104
0,481130165111
0,481130165132
0,481130165133
0,481130165141
0,482511302041
0,482511302042
0,482511302043
0,480291512001
0,482511302051
2,482511302054
4,482015218001
0,482015218002
0,482015401001
4,482015401003
3,482015219002
0,482015313003
0,482015309003
0,482015309002
2,482015116004
0,482012507011
0,482012510001
0,482012507021
11,482015414001
0,482015405012
0,482012409021
0,482090109062
2,482090106004
0,482090108062
0,482090108042
0,481130167051
0,481130167053
0,481130168022
0,480850316581
4,480850316391
0,480850305144
3,480850305152
0,480850315044
0,480850314061
0,480850314065
0,480850314067
0,480850314051
0,480850316583
0,480850316463
0,480850316543
0,480850316524
0,480850316612
0,484910210001
0,484910210003
0,480850316393
2,480850318025
0,480291806021
0,480291807021
3,480291812005
10,480291814021
2,482090103021
0,480291817314
0,480291821031
0,480291901002
4,480291905042
7,480291909021
0,480291912023
0,480291914055
32,480291101001
2,481677235012
4,481410011134
0,481410011101
0,481410103472
0,481410103471
0,481410104041
0,481410104083
2,481410104081
2,481410039022
4,481410015023
6,481410020001
0,481410019003
0,481410028004
4,481410029002
0,481130154016
0,481130172015
2,481130181321
0,481130190411
0,481130169031
5,481130177043
0,481130059014
0,481130091051
0,481130087031
4,481130127013
0,481130013022
2,480410003003
7,480410018012
2,481130146021
0,481130151004
0,480291719162
0,480291719163
3,481130160021
0,484817404006
0,484817404003
0,484817404004
0,484817404005
2,480291410002
0,480291514002
2,480291718011
3,484090113002
0,480291818093
4,480291212042
0,480291208004
0,480291701012
2,480291405002
2,480291815051
3,480291404001
2,480291318023
0,480291918041
0,480291808003
3,480291509002
0,480291305003
2,480291305001
0,480291305002
0,480291306001
14,482012413003
0,482012414001
0,482013303012
0,482013340022
4,482012411024
0,482012411021
5,482012411031
0,482015418002
0,480291306004
3,480291307001
8,480291605011
0,480291605023
0,480291605013
8,480291606001
5,480291607011
0,480291607012
0,480291607013
2,480291607021
5,480291607022
0,480291806043
0,480291806042
0,482015551001
0,482015551003
2,482012504022
0,482012515031
0,482012514011
2,482012514021
7,482012407012
11,482012404001
6,480291806041
0,480291806044
0,480291806022
0,480291806023
0,480291909023
0,480291910051
0,480291910065
0,480291910061
0,480291910062
0,480291910032
0,480291910033
0,480291910035
0,482012407011
0,482999704002
0,482999706001
0,482999705001
0,481130129005
2,481130009002
2,481130158001
0,481130085002
0,481130137142
0,481130143071
0,482013402021
0,482013403023
0,482013403012
0,482013403011
0,482013402032
0,482013402031
0,482013339022
2,482014519011
0,482014519013
2,482014519014
2,482013105001
4,482013113001
5,482014312012
2,482014311021
12,482014312011
0,482013115002
2,482013116003
4,482014543013
0,482014543021
0,482014543011
0,482014543012
2,482014542002
0,482014542001
9,482014526003
2,482014526001
6,482014527004
0,482014527002
4,482013220003
0,482013506023
0,482013506012
0,482013214012
0,482013207002
0,482013206021
0,482014336004
13,482014336003
2,482014104013
2,482014117002
0,482014214021
0,482014228004
0,482015523021
0,482015521031
0,482015544011
2,482014528022
0,482014124003
13,482012304001
0,482013410004
0,482013410002
0,482013402011
4,482013237022
2,482013237021
2,482013217002
2,482013220001
3,482013430003
0,482013430002
0,482013431003
0,482013402012
10,482014401001
3,482014401004
0,482014336001
0,482013301002
5,482013303031
0,482013303033
9,482013303032
0,482014205003
0,482014205001
6,482014335022
8,482014335013
6,482014231001
0,482013340011
0,482013340021
0,482013437001
0,482013413021
0,482013413022
0,482013412022
0,484817405002
1,484817408001
0,484817408002
0,484817409002
2,484817409004
2,482013412012
0,482013415011
0,482013416003
0,484910211002
4,484910211001
0,484910212021
0,484910212022
0,481130164114
0,481130165184
0,481130164101
0,481130166192
0,481130178112
0,481130181053
2,481130181331
0,481130182034
0,481130188014
0,481130190045
0,483610202004
2,480850317203
0,480410019003
0,484499507002
2,480850304083
0,480850313173
0,480850311005
0,480850313081
3,480850315082
0,480850316602
0,480850305181
0,480850314056
0,480850301002
0,480850302012
0,480850305142
0,480850305141
0,480850305261
0,480850306011
2,480850314053
2,480850308011
0,480850320133
4,480850305262
0,480850320093
0,480850305232
0,480850305233
0,480850305253
0,480850305172
4,480850305131
2,483550015002
2,483550019031
2,483550064003
1,484817409005
0,484817410001
0,484817410002
0,484817410003
0,484910212032
0,484910213002
3,481130192045
2,481130192046
0,481130195012
0,481130002011
2,481130002021
7,481130004011
41,480291101002
2,482014211011
0,482014320022
12,482014313011
0,482014320021
2,481130004012
0,482014133001
0,482014313012
7,482014313013
0,482014312023
0,483519504003
0,482339506002
0,482339505002
0,482014231002
0,482014232023
0,482014203001
0,482014129002
0,482014222003
0,482014223013
2,481410102211
2,481410102152
13,481410103302
0,481410103311
0,481410103341
2,481410103331
0,481410103332
6,481410036021
4,481410037021
0,481410104062
0,484239800001
5,482014516012
0,482014516011
0,482015322002
0,482015321004
0,482015517033
2,482015517031
0,482015517032
2,481099503001
0,481099503003
0,480291517005
3,480291710002
0,480291816023
0,480291615014
0,480291702004
0,481099503004
5,481099503002
0,480291215071
0,480291904003
0,480291904001
0,480291407002
0,480291318011
5,480291507005
0,480291612002
0,480291718013
2,480291308002
0,480291308003
2,480291309003
3,480291309002
0,480291609021
0,480291609023
0,480291609022
0,480291610001
2,480291611006
0,480291611002
0,480291611004
0,480291611005
0,480291611001
10,480291807011
3,480291807022
3,480291807023
0,480291807025
0,480291809014
15,480291809011
0,480291809025
2,480291910041
4,480291910042
0,480291910043
0,484910214011
0,480610102011
3,480610114001
0,480291911011
0,480291911012
0,480291911021
10,480291911022
0,480291911023
0,480291912011
0,480291912012
0,480291912021
2,482012225021
10,482012401001
6,482012226001
0,482015338012
5,482015336001
9,482015338011
0,482015517011
0,482015517012
0,480610145001
0,480610131062
0,480610133062
0,480610129002
5,480610136002
0,480610106011
0,482015519001
2,482015408002
0,482015519002
0,482012216005
3,482012322003
0,484250002001
0,484910214021
0,484850129002
0,480039502003
0,480039502006
2,480039502004
0,480039502005
4,480270231051
3,480270213013
4,480270219033
0,480270219031
0,480270219044
0,481130078272
2,481130078213
0,481130078202
4,481130019001
6,481130017041
8,481130019002
2,481130004051
0,481130006061
0,481130142063
0,481130142061
4,481130190183
3,481130185061
2,481130185062
0,481130190194
12,481130185051
0,481130190351
2,481130164121
5,481130164132
2,481130017031
2,481130041001
2,481130020001
0,481130037003
4,481130039011
2,481130136104
0,481130044002
0,481130105002
0,481130080006
0,481130080001
0,481130003003
2,481130141282
10,481130018002
6,481130016002
15,481130203001
6,481130203002
4,481130206001
0,481130206002
6,481130141031
2,481130092023
8,481130117023
2,481130207001
3,481130137144
0,482211602042
0,480291914112
2,480291211101
8,480291701013
0,480291817221
0,480291817151
0,480291219092
2,480291720072
0,480291720032
0,480291211191
9,480291219072
0,480291918151
11,480291106002
16,480291106003
0,480291215072
3,480291817291
0,480291720061
0,480291215012
2,480291316141
2,480291316121
2,480291719181
0,480291522011
0,480291820022
3,480291716022
2,480291614001
0,480079502001
0,480079505004
0,480559601022
0,480559602002
0,482999703001
0,480559606001
0,480559605001
0,484817403002
0,482979501002
0,482979502001
0,484817407001
0,484817406003
3,484817404001
0,480291719191
4,480291709002
2,480291910052
0,480291818112
4,480291815044
0,480291914111
0,480291918131
6,480291818212
0,480291218111
0,480291817241
9,484910214022
3,484910214024
0,482150202041
2,480270219041
0,480270223004
0,480270219014
0,480270224041
4,480270222002
0,480270232021
0,481130164131
0,481130185033
6,481130171021
0,481130171011
0,481130078044
0,481130176051
0,481130176061
4,481130123023
2,481130136262
0,481130136251
0,481130136232
0,481130101011
5,481130086031
8,481130205001
9,481130205002
0,481130181412
2,481130087043
8,481130087042
0,481130073012
0,481130141313
0,481130141283
0,481130144081
0,481130200002
0,481130200001
6,481130143062
0,484910205081
2,481130198004
5,480291817281
0,480291817263
0,480291817262
2,480291817233
0,480291817162
0,480291817163
6,480291817282
0,480291315043
5,480291719171
5,480291720031
4,480291818133
0,480291818152
0,480291818262
0,480291818264
2,480291215083
0,480291215061
7,480291106001
2,480291909014
6,480291703006
0,480291207015
0,480291218121
0,480291215053
0,480291316081
0,480291315031
0,480291315033
0,480291216061
0,480396645011
0,480396606014
0,480396616022
0,480396631002
5,480291211114
0,480291905011
0,480291407003
17,480291801021
0,480291818182
2,480291811004
2,480291521002
0,480291505014
6,480291514001
6,480291609011
0,480291205017
5,480291310001
0,480291310002
5,480291310004
0,480291311001
0,480399900000
0,480396601001
2,480396609003
0,480291219061
0,480291818242
0,480291818091
0,480291311002
2,480291611003
2,480291613032
2,480291613031
3,480291809024
0,480291809021
5,480291809022
0,480291810011
0,480291817111
7,480291915042
0,480291915061
2,480291817242
0,480291817232
2,480291316092
7,480291915041
0,480291219051
0,480291810032
2,480291810041
2,480291912024
7,480291913031
0,480291913041
0,480291923004
0,480291923003
0,480291923002
0,480291817202
0,480291211202
0,480291218112
14,480291107001
17,480291109001
0,480291817231
0,480291919004
0,480291919003
5,480291315061
2,480291103002
2,480291921002
2,483396902013
0,483396902014
0,483396901004
0,481990305023
2,483396903003
0,483396903001
0,480270232022
2,480270221051
0,480270232031
0,480270224051
0,480270224032
0,480270231081
0,480270231084
0,480270231085
4,480270231073
2,481130122081
0,481130122082
0,481130142051
0,481130142062
0,481130136233
0,481130136243
0,481130164122
0,481130136252
0,481130137261
2,481130137272
0,481130137251
0,481130207002
0,481130141271
2,482211602061
0,482211602082
0,482211602072
0,482211602101
0,482211602083
0,480291817154
0,480291817312
2,484499507001
0,484499504002
4,480291817161
0,480291817164
0,480291212033
0,480291719021
2,480291719234
0,480291818261
0,480291308001
3,480291205013
0,480291818172
0,480291719122
0,480291215014
0,480291215051
0,480291923001
2,480291914102
6,480299800041
0,480291217022
0,480291521001
3,480291522012
0,480291714011
0,480291714022
0,480291714012
0,480396609004
0,480396602002
0,480396601003
0,480396608011
4,480396608012
0,480396607013
3,480396606013
0,480396606011
0,480291219062
3,480291918171
0,480291914062
0,480291814033
6,480291917022
0,480291809013
11,480291110002
7,480291501004
0,480291211121
0,480291218042
2,480291901004
2,483396902012
2,483396904024
0,483396904012
0,483396902011
0,483396901002
0,483396945002
0,483396913012
3,483396906024
7,480291920001
6,480291309001
0,480291204004
0,483396902023
2,483396904011
0,483396906011
2,483396906014
0,483396904025
0,480270231082
0,480270219032
2,480270231071
0,480270231083
2,480270231061
0,480270224042
0,480270219042
2,480270232011
50,481130204002
13,481130017011
0,484499504003
2,484499503004
0,484499502002
0,484499508003
0,484499503002
0,484499506003
0,484499501002
0,484499508001
0,484499508002
0,484499505002
0,481130166253
0,481130166252
0,481130166242
0,481130181202
6,481130027022
0,481130166261
10,481130137191
0,481130207003
0,481130141322
0,480039503003
5,481872105072
0,481990307001
0,481939502001
0,481872109022
0,481872109021
0,481872105081
0,481872106083
0,481872106043
0,481872108032
0,481872109013
0,481872108031
2,481872108041
2,481872105071
0,481872106041
0,481872105051
0,482599703023
0,482599703021
0,482599704024
0,481130141321
0,481130141312
0,481130141213
0,480291214021
0,480291316111
10,480291103003
6,480291314011
0,480291314012
2,480291810042
0,480291719252
4,480291720071
2,480291817222
0,480291817302
0,480291817313
3,480291209022
8,480291208001
2,480291217021
0,480291219091
0,480291218093
2,480291218101
0,480291918062
2,480291918141
0,482599704021
0,482599703022
2,481851801012
0,481851804001
0,481851802005
0,481851801022
3,481851803022
0,481851803011
2,480291522022
0,480291818263
4,480291813032
0,480291719213
0,480291719221
0,480291215064
2,480291821011
3,480291821012
2,480291915063
0,482339502001
0,482339502002
0,480459502001
2,482399502001
2,480291818171
4,480291815032
0,480291818183
0,480291818181
0,480291815031
0,480291713021
12,480291712001
0,480291918121
0,480396607022
2,480396607015
4,480219504003
0,480219507001
2,480291110003
0,480291110001
0,480291204006
0,480396607023
0,480396607011
0,480396608023
0,480396615011
3,480396642003
0,480291219052
0,480291219041
2,480291213004
0,480299800051
2,480291914101
0,483396906022
0,483396906015
0,483396906016
2,483396906023
0,483396913022
0,483396915004
0,483396920015
0,482770010003
0,480270232012
0,480270216014
0,480270205001
2,480270211005
2,480270222003
0,480270224052
0,480270221041
0,480270224033
0,481130012041
2,482015409022
0,482015556001
2,482015506031
0,482015526022
6,482015526021
0,482015521032
0,481130116021
0,481130170041
0,481130136231
0,481130136221
2,481130136241
0,481130136201
16,481130204003
2,481130136152
8,481130138062
0,480291818252
0,480291821062
0,480291818142
0,480291720052
0,480291719182
0,481130141231
0,481130141343
0,481130143122
0,481130143124
0,481130141331
0,480291807012
0,480291402002
2,480291719183
0,480291719184
0,480291817272
0,480291210004
6,480291917021
0,480291914061
0,480291914063
0,480291918161
0,480291316102
0,481576721002
10,480291316093
2,480291316101
0,480291818162
2,480291211201
0,480291211192
0,480291918142
4,480291414032
0,480291414022
5,480291414021
4,480291416001
0,480291821021
0,480291917023
0,480291818251
0,480291817201
0,480291817211
0,480291918172
0,480291918132
0,480291720041
0,480291719143
0,480291713024
0,480291713022
4,480291508002
6,480291105001
6,480291306002
3,480291601004
0,480291601001
4,480291702005
2,480291902004
0,480291918101
0,480291904002
0,480396616011
0,480396622001
0,480396623002
0,480396634001
0,480396633001
0,480396622004
0,483810217021
0,483810213004
6,483810217041
0,483810219002
0,480291303002
2,480291212064
0,480291401001
0,480291815052
0,480291809012
0,480291216041
0,480291217012
0,480291516004
0,480291715021
0,480291210003
0,480291311003
3,480291312002
8,480291101003
0,480291313004
0,480396629004
0,480396606012
0,483396919003
0,480610118023
4,480291314021
7,480291314022
0,480291615011
2,480291615013
0,480291615015
0,480291615033
0,480291615032
0,480291615031
0,480291616001
0,480291810051
0,480291810053
0,480291811001
0,483396920012
3,483396920011
0,483396920013
0,483396923003
0,483396943011
0,483396942023
0,483396923005
0,480291811003
0,480291812001
0,480291812002
2,480291812004
0,480291813011
0,480291914103
0,480291914052
0,480291914053
0,480291921001
0,481130121003
0,481130136203
0,481130121001
0,481130164081
0,481130163013
0,481130178041
0,481130181393
0,481130002023
2,481130020004
0,481130077004
0,481130144073
2,481130087014
0,483750118003
0,483750102002
0,483750101002
0,483750116002
0,483750116001
0,483750148003
4,483750128002
10,481130136163
0,481130166151
0,481130166262
4,481130203003
0,481130078191
0,481130078183
